ID,Name,KG,Beschreibung,Link,Wikidata ID,Wikidata Link,Benannt nach,Wikidata Person ID,Wikidata Person Link,Wikidata Person Name,Wikidata Person Geschlecht,Wikidata Person Beruf,Wikidata Person Geburtsdatum,Wikidata Person Sterbedatum
2556,Muldenstraße,Waldegg,"Gegenüber dem Objekt Wiener Straße 181 in mehreren S-förmigen Krümmungen vorerst etwa in südwestlicher, dann in westlicher Richtung zum Straßenzug Am Bindermichl verlaufend. Benannt 1945 nach der Geländemulde, in der die Straße verläuft.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2556,,,,,,,,,,
2554,Müller-Guttenbrunn-Straße,"Waldegg, Kleinmünchen",Nach dem Objekt Glimpfingerstraße 99 etwa in südsüdöstlicher Richtung zur Salzburger Straße verlaufend. Benannt 1953 nach dem donauschwäbischen Dichter Adam Müller-Guttenbrunn (1852-1923).,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2554,,,Adam Müller-Guttenbrunn,Q79061,https://www.wikidata.org/wiki/Q79061,Adam Müller-Guttenbrunn,male,politician,1852-10-22T00:00:00Z,1923-01-05T00:00:00Z
2557,Munschgasse,Kleinmünchen,Von der Höniggasse etwa in südsüdöstlicher Richtung zur Brunnenfeldstraße verlaufend. Benannt 1958 nach dem Linzer Kunstmaler Josef Munsch (1832-1896). - 1934 Schossergasse nach dem Mundartdichter Anton Schosser (1801-1849).,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2557,,,Josef Munsch,Q21464258,https://www.wikidata.org/wiki/Q21464258,Josef Munsch,male,history painter,1832-10-04T00:00:00Z,1896-02-28T00:00:00Z
2558,Museumstraße,Linz,Nach dem Objekt Graben 9 etwa in ostnordöstlicher Richtung zur Huemerstraße verlaufend. Benannt 1889 nach dem Museum Francisco-Carolinum (eröffnet 1895). - Der Teil vom Graben bis zum Haus Museumstraße 11 hieß schon im 15. Jahrhundert und noch bis 1869 Welsergäßchen. Im 18. Jahrhundert Obere Lederergasse. Vor 1889 Teil der Kaplanhofstraße.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2558,Q106686177,https://www.wikidata.org/wiki/Q106686177,,,,,,,,
2559,Musilweg,Ebelsberg,Von der Ennsfeldstraße etwa in nordnordwestlicher Richtung zum Kafkaweg verlaufend. Benannt 1993 nach dem Schriftsteller Robert Musil (1880-1942).,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2559,,,Robert Musil,Q78487,https://www.wikidata.org/wiki/Q78487,Robert Musil,male,writer,1880-11-06T00:00:00Z,1942-04-15T00:00:00Z
2561,Naturfreundeweg,Urfahr,"Auf der Kammkrone des Hochwasserschutzdammes auf der nördlichen Donauseite von der Eisenbahnbrücke bis zur Stadtgrenze zu Steyregg verlaufend. Benannt 1998 nach dem Touristenverein ""Die Naturfreunde"".",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2561,,,,,,,,,,
3479,Nauheimerstraße,Waldegg,"Von der Reisetbauerstraße mit einer Unterbrechung etwa in nordwestlicher Richtung zur Leondinger Straße verlaufend. Benannt 2023 nach Stefanie Nauheimer (1868-1946), Frauenrechtlerin und Lehrervertreterin. 1957-2023 Pfitznerstraße nach dem Komponisten Hans Pfitzner (1869-1949).",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=3479,,,Stefanie Nauheimer,Q1659479,https://www.wikidata.org/wiki/Q1659479,Stefanie Nauheimer,female,teacher,1868-11-18T00:00:00Z,1946-04-29T00:00:00Z
2562,Nebingerstraße,Lustenau,"Vom Ende der Industriezeile etwa in östlicher Richtung verlaufende Sackgasse. Benannt 1967 nach dem Großkaufmann, Vizepräsidenten der Handelskammer und Gemeinderat Carl Friedrich Nebinger (1813-1882).",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2562,,,Carl Friedrich Nebinger,,,,,,,
2563,Negrelliweg,Kleinmünchen,"Vor dem Objekt In der Auerpeint 7 etwa in südsüdöstlicher Richtung zum Flötzerweg verlaufend. Benannt 1943 nach dem Vorkämpfer für den Bau des Suezkanals, dem Verkehrstechniker Alois Negrelli Ritter von Moldelbe (1799-1858).",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2563,,,Alois Negrelli Ritter von Moldelbe,Q78836,https://www.wikidata.org/wiki/Q78836,Alois Negrelli von Moldelbe,male,engineer,1799-01-23T00:00:00Z,1858-10-01T00:00:00Z
2564,Nelkenweg,Waldegg,Nach dem Objekt Edelweißberg 30 etwa in nordnordwestlicher Richtung verlaufende Sackgasse. Benannt 1958 nach der einheimischen Blumenart.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2564,,,,,,,,,,
2565,Nestroystraße,Urfahr,Nach dem Objekt Freistädter Straße 20 etwa in südöstlicher Richtung zur Schmiedegasse verlaufend. Benannt 1958 nach dem Dichter und Schauspieler Johann Nestroy (1801-1862).,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2565,,,Johann Nestroy,Q44862,https://www.wikidata.org/wiki/Q44862,Johann Nestroy,male,writer,1801-12-07T00:00:00Z,1862-05-25T00:00:00Z
2566,Neubauzeile,Kleinmünchen,Beim Objekt Flötzerweg 90 etwa in westsüdwestlicher bzw. südwestlicher Richtung zur Stadtgrenze mit Traun verlaufend. Benannt 1954 nach den dort aufgeführten Neubauten. - Vorher inoffiziell Zöhrdorferstraße nach dem gleichnamigen Bauernhof.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2566,,,,,,,,,,
2576,Neufahrergasse,Katzbach,"Nach dem Objekt Leonfeldner Straße 257 vorerst in westlicher, dann in südlicher und östlicher Richtung zurück zur Leonfeldner Straße verlaufend. Benannt 1960 nach dem im 16. Jahrhundert in Linz wirkenden Medailleur Ludwig Neufahrer.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2576,,,Ludwig Neufahrer,Q60843512,https://www.wikidata.org/wiki/Q60843512,Ludwig Neufarer,male,goldsmith,1500-01-01T00:00:00Z,1563-01-01T00:00:00Z
2577,Neufelderstraße,"Ufer, Posch","Beim Bahndurchlaß am Ende des Panholzerwegs beginnend, vorerst etwa in nördlicher, dann in östlicher und südöstlicher Richtung zur Traundorfer Straße verlaufend. Benannt 1954 nach einem Flurnamen.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2577,,,,,,,,,,
2578,Neugasse,Urfahr,Nach dem Objekt Bernaschekplatz 6 etwa in südwestlicher Richtung zur Kreuzstraße verlaufend. Benannt 1875. Die Bezeichnung ist als neue Gasse zu deuten.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2578,,,,,,,,,,
2583,Neuhoferstraße,Kleinmünchen,Nach dem Objekt 140 Hausleitnerweg 25 etwa in südsüdöstlicher bzw. südlicher Richtung zum Angerholzerweg verlaufend. Benannt 1951 nach dem Linzer Komponisten und Musiklehrer Franz Neuhofer (1870-1949).,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2583,,,Franz Neuhofer,Q1442129,https://www.wikidata.org/wiki/Q1442129,Franz Neuhofer,male,composer,1870-09-08T00:00:00Z,1949-11-15T00:00:00Z
2586,Neutorgasse,Linz,Vor dem Objekt Zollamtstraße 16 etwa in südsüdöstlicher Richtung zum Pfarrplatz verlaufend. Schon vor 1869 so bezeichnet. - Früher Froschtorgasse nach der vorgelagerten Froschau. Auch einbezogen in die Neue Welt.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2586,,,,,,,,,,
2588,Niedermayrweg,Katzbach,Nach dem Objekt Johann-Wilhelm-Klein-Straße 4 etwa in östlicher Richtung verlaufende Sackgasse. Benannt 1958 nach dem gleichnamigen Bauernhaus.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2588,,,,,,,,,,
2589,Niedernharter Straße,Waldegg,"Nach dem Objekt Wankmüllerhofstraße 28 etwa in westsüdwestlicher bzw. westlicher Richtung zur Hanuschstraße verlaufend. Benannt 1954. Der Name ""Hart"" bedeutet Wald, Weidewald.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2589,,,,,,,,,,
2591,Niederreithstraße,Waldegg,Nach dem Objekt Sophiengutstraße 13 etwa in südwestlicher und südlicher Richtung zur Kudlichstraße und weiter zur Waldeggstraße verlaufend. Benannt 1907. Das Wort bedeutet tiefergelegene Rodung.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2591,,,,,,,,,,
2592,Nietzschestraße,Linz,Gegenüber den Objekten Lederergasse 45 und 47 etwa in südsüdöstlicher Richtung zur Weißenwolffstraße verlaufend. Benannt 1940 nach dem Philosophen Friedrich Nietzsche (1844-1900).,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2592,,,Friedrich Nietzsche,Q9358,https://www.wikidata.org/wiki/Q9358,Friedrich Nietzsche,male,philosopher,1844-10-15T00:00:00Z,1900-08-25T00:00:00Z
2593,Nikolaus-Otto-Straße,Waldegg,Von der Hertzstraße etwa in nördlicher Richtung zur Edisonstraße verlaufend. Benannt 1956 nach dem Erfinder des Gasmotors und der ersten Viertaktmaschine Nikolaus Otto (1832-1891).,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2593,,,Nikolaus Otto,Q75782,https://www.wikidata.org/wiki/Q75782,Nicolaus Otto,male,engineer,1832-06-10T00:00:00Z,1891-01-26T00:00:00Z
2594,Nißlstraße,Urfahr,Nach dem Objekt Aubergstraße 43 etwa in südsüdwestlicher Richtung zur Prandtauerstraße verlaufend. Benannt 1902 nach dem bei den Kämpfen in Wien im Oktober 1848 gefallenen Hauptmann der Urfahrer Nationalgarde Mathias Nißl (geb. 1809).,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2594,,,Mathias Nißl,Q1908525,https://www.wikidata.org/wiki/Q1908525,Mathias Nißl,male,,1809-08-27T00:00:00Z,1848-10-30T00:00:00Z
2597,Noßbergerstraße,Linz,"Nach dem Objekt Eisenhandstraße 23 in nördlicher Richtung verlaufende Sackgasse. Benannt 1892 nach dem Kaufmann Ferdinand Noßberger (1817-1891), der beträchtliche Stiftungen errichtete.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2597,,,Ferdinand Noßberger,Q1405655,https://www.wikidata.org/wiki/Q1405655,Ferdinand Nossberger,male,merchant,1817-09-26T00:00:00Z,1891-05-27T00:00:00Z
2598,Novaragasse,Waldegg,Nach dem Objekt Unionstraße 27 etwa in südöstlicher Richtung zur Brucknerstraße verlaufend. Benannt 1899 zur Erinnerung an den Sieg Österreichs über Italien in der Schlacht bei Novara am 23. März 1849.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2598,,,,,,,,,,
2600,Nußbaumstraße,Pöstlingberg,Beim Objekt Gründbergstraße 28 etwa in nordwestlicher Richtung entlang des Höllmühlbaches verlaufende Sackgasse. Benannt 1975 nach der Baumart.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2600,,,,,,,,,,
2601,Obachplatz,Lustenau,"Platz innerhalb des Bundesbahnwohnblocks (Füchselgut-Reihenhäuser). Benannt 1958 nach Theobald Obach (1843-1887), einem Pionier im Seilbahnbau.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2601,,,Theobald Obach,Q2417080,https://www.wikidata.org/wiki/Q2417080,Theobald Obach,male,entrepreneur,1843-09-30T00:00:00Z,1887-06-19T00:00:00Z
2602,Oberbairinger Straße,Katzbach,Im Anschluß an die Magdalenastraße in mehreren Windungen etwa in nordnordöstlicher bzw. nördlicher Richtung zur Stadtgrenze mit Altenberg verlaufend. Benannt 1954 nach der Katastralgemeinde Oberbairing.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2602,,,,,,,,,,
2604,Obere Donaulände,Linz,"Vom rechten Brückenkopf der Nibelungenbrücke stromaufwärts entlang der Donau bis St. Margarethen. Benannt 1869. - Vorher bestand sie aus den vier Teilstücken An der Donaubrücke, Am oberen Wassertor, Obere Donaulände und Kalvarienwände. Im 18. Jahrhundert Calvariwänd.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2604,Q106715025,https://www.wikidata.org/wiki/Q106715025,,,,,,,,
2605,Obere Donaustraße,Urfahr,Vom linken Brückenkopf der Nibelungenbrücke stromaufwärts entlang Donau zur Rudolfstraße laufend. Benannt 1919.- Seit dem 16. Jahrhundert Am Gries (= Ufersand).,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2605,,,,,,,,,,
2614,Oberfeldstraße,Lustenau,"Vor dem Objekt Wiener Straße 125 etwa in östlicher Richtung zur Heizhausstraße verlaufend. Früher übersetzte sie über die ""Posseltbrücke"" den Aufstellbahnhof und mündete beim Kefergut in die St.-Peter-Straße. Benannt 1912, neuerdings benannt 1921 nach einer alten Flurbezeichnung.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2614,,,,,,,,,,
2615,Oberladtstraße,Pöstlingberg,Vor dem Objekt Emil-Futter-Straße 22 etwa in südwestlicher Richtung zum Schablederweg verlaufend. Benannt 1954 nach einem Flurnamen.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2615,,,,,,,,,,
2617,Obermüllnerweg,Katzbach,Nach dem Objekt Sandbachweg 3 etwa in ostnordöstlicher Richtung zur Hofmannstraße verlaufend. Benannt 1957 nach dem Bezirkshauptmann und Ehrenbürger von Urfahr Carl Obermüllner (1831-1898).,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2617,,,Carl Obermüllner,,,,,,,
2619,Ödmühlweg,Katzbach,"Gegenüber dem Objekt Leonfeldner Straße 287 vorerst etwa in südsüdöstlicher, dann in nordöstlicher Richtung verlaufende Sackgasse. Benannt 1958 nach der gleichnamigen Mühle.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2619,,,,,,,,,,
2620,Ödwiesenstraße,Katzbach,"Nach dem Objekt Haselgrabenweg 6 vorerst etwa in östlicher, dann in südsüdöstlicher Richtung zur Ferdinand-Markl-Straße verlaufend. Benannt 1968 nach einer alten Flurbezeichnung.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2620,,,,,,,,,,
2621,Ohmstraße,Waldegg,Von der Hertzstraße etwa in nördlicher Richtung zur Edisonstraße verlaufend. Benannt 1958 nach dem Physiker Georg Simon Ohm (1789-1854).,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2621,,,Georg Simon Ohm,Q1585,https://www.wikidata.org/wiki/Q1585,Georg Simon Ohm,male,physicist,1789-03-16T00:00:00Z,1854-07-06T00:00:00Z
2622,Oidener Straße,"Ufer, Posch, Pichling","Nach dem Objekt Traundorfer Straße 144 vorerst etwa in südöstlicher, dann in östlicher, wiederum in südöstlicher und schließlich in südlicher Richtung zur Pichlinger Straße verlaufend. Benannt 1954 nach der gleichnamigen Konskriptionsortschaft.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2622,,,,,,,,,,
3429,OK Platz,Linz,"Der vom Offenen Kulturhaus, dem Neubau an der Dametzstraße, der Harrachstraße und der Rückseite des Landeskulturzentrums Ursulinenhof gebildete Platz wird 2007 OK Platz benannt.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=3429,,,,,,,,,,
2623,Olof-Palme-Weg,Kleinmünchen,Von der Hallestraße etwa in westlicher Richtung zur Auwiesenstraße (Nebenfahrbahn) verlaufend. Benannt 1992 nach dem schwedischen Ministerpräsidenten Olof Palme (1927-1986).,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2623,,,Olof Palme,Q53713,https://www.wikidata.org/wiki/Q53713,Olof Palme,male,politician,1927-01-30T00:00:00Z,1986-02-28T00:00:00Z
2624,Ontlstraße,Urfahr,"Nach dem Objekt Leonfeldner Straße 38 vorerst in östlicher, dann in nordöstlicher Richtung zur Linken Brückenstraße verlaufend. Benannt 1942 nach dem letzten Kommandanten des Linzer Infanterie-Regiments Nr. 14, Oberst August von Ontl (1860-1921). - 1942 vorerst Dr.-Eckinger-Straße nach dem Ritterkreuzträger des 2. Weltkrieges Major Dr. Sepp Eckinger.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2624,,,August von Ontl,Q60819460,https://www.wikidata.org/wiki/Q60819460,August von Ontl,male,military officer,1860-08-10T00:00:00Z,1921-02-25T00:00:00Z
2625,Orchideenweg,Kleinmünchen,Nach dem Objekt Flötzerweg 28 etwa in nordnordwestlicher Richtung verlaufende Sackgasse. Benannt 1958 nach einer einheimischen Blumenart.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2625,,,,,,,,,,
3408,Orionstraße,Ufer,"Vom Lunaplatz vorerst in nördlicher, dann in nordöstlicher Richtung verlaufend und dann nach Nordwesten zur verlängerten Suttnerstraße umbiegend. Benannt 2002 nach dem Fixstern Orion.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=3408,,,,,,,,,,
2626,Ottensheimer Straße,Urfahr,"Nach dem Objekt Flußgasse 3 ursprünglich bei der Hauptstraße beginnend etwa in westsüdwestlicher Richtung zur Oberen Donaustraße verlaufend. Benannt 1921 als Richtungsbezeichnung. - Seit dem 16. Jahrhundert Am Gries, später Alte Ottensheimer Straße. 1875 Maximilianstraße nach dem Erbauer der Linzer Befestigungstürme Erzherzog Maximilian d Este 1782-1863.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2626,Q52269389,https://www.wikidata.org/wiki/Q52269389,,,,,,,,
2627,Pacherstraße,Kleinmünchen,Nach dem Objekt Gutenbergstraße 26 etwa in westlicher Richtung zur Rintstraße verlaufend. Benannt 1940 nach dem Bildhauer Michael Pacher (um 1435-1498).,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2627,,,Michael Pacher,Q463922,https://www.wikidata.org/wiki/Q463922,Michael Pacher,male,painter,1435-01-01T00:00:00Z,1498-01-01T00:00:00Z
2628,Pachingerstraße,Kleinmünchen,"Beim Objekt Dürerstraße 40 etwa in westlicher Richtung zur Franz-Kurz-Straße verlaufend. Benannt 1977 nach dem Sammler und Volksforscher Anton Pachinger (1864-1938), dessen Sammlungen den Grundstock des Stadtmuseums bilden.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2628,,,Anton Pachinger,Q592332,https://www.wikidata.org/wiki/Q592332,Anton Maximilian Pachinger,male,art historian,1864-11-22T00:00:00Z,1938-11-30T00:00:00Z
2629,Pachmayrstraße,Pöstlingberg,"Vor dem Objekt Gründbergstraße 5 vorerst etwa in südwestlicher, dann in nordwestlicher Richtung zur Stadtgrenze mit Lichtenberg verlaufend. Benannt 1943 nach dem gleichnamigen Bauerngut.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2629,,,,,,,,,,
2631,Panholzerweg,"Ebelsberg, Ufer","Vor dem Objekt Fadingerplatz 1 vorerst etwa in nordöstlicher, dann in östlicher Richtung zur Uferstraße verlaufend. Offiziell benannt 1954 nach dem gleichnamigen Prokuristen der Lack- und Farbenfabrik Christ in Ufer, der nach 1919 Initiator einer öffentlichen Beleuchtung in Ebelsberg war. Im Volksmund wurde die Verkehrsfläche schon vorher so bezeichnet.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2631,,,Panholzer,,,,,,,
2633,Paracelsusstraße,Waldegg,"Nach dem Objekt Hanuschstraße 20 etwa in westlicher Richtung verlaufende Sackgasse. Benannt 1963 nach dem Arzt und Naturforscher Theophrastus von Hohenheim, genannt Paracelsus (1493-1541).",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2633,,,"Theophrastus von Hohenheim, genannt Paracelsus",Q83428,https://www.wikidata.org/wiki/Q83428,Paracelsus,male,physician,1493-11-10T00:00:00Z,1541-09-24T00:00:00Z
2635,Parzhofstraße,Urfahr,"Von der Rosenauerstraße etwa in südwestlicher Richtung zur Aubergstraße verlaufend. Benannt 1901 nach dem alten Parzhof, der 1586 zum Edelmannssitz Auerberg erhoben wurde.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2635,,,,,,,,,,
2636,Passaustraße,Posch,"Vom Straßenzug ""Im Südpark"" vorerst in nordnordöstlicher Richtung verlaufend, dann in nordwestliche Richtung umbiegend und in südwestlicher Richtung zum Straßenzug ""Im Südpark"" zurückführend. Benannt 1997 nach der deutschen Stadt Passau.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2636,,,,,,,,,,
2637,Paul-Hahn-Straße,Linz,Nach dem Objekt Derfflingerstraße 8 etwa in südöstlicher Richtung verlaufende Sackgasse. Benannt 1951 nach dem Direktor des Wirtschaftshofes Paul Hahn (1876-1949).,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2637,,,Paul Hahn,,,,,,,
3414,Paula-Scherleitner-Weg,Lustenau,Von der Garnisonstraße etwa in südlicher Richtung verlaufend und gegenüber der Abzweigung der Robert-Koch-Straße in die Krankenhausstraße/Darrgutstraße einmündend. Benannt 2002 nach der ehemaligen Leiterin des Allgemeinen Krankenhauses Linz Paula Scherleitner (1897-1978).,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=3414,,,Paula Scherleitner,Q2063595,https://www.wikidata.org/wiki/Q2063595,Paula Scherleitner,female,radiologist,1897-04-08T00:00:00Z,1978-12-29T00:00:00Z
2639,Pechrerstraße,Waldegg,"Nach dem Objekt Tungassingerstraße 16 vorerst etwa in nördlicher, dann in westlicher Richtung verlaufende Sackgasse. Benannt 1945 nach einer einflußreichen mittelalterlichen Linzer Bürgerfamilie, die den ersten Bürgermeister stellte. - 1940 Treintstraße nach Karl Treint, der beim nationalsozialistischen Juliputsch 1934 erschossen wurde.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2639,,,,,,,,,,
3410,Pegasusweg,Ufer,Vom Lunaplatz in westlicher Richtung verlaufend. Benannt 2002 nach dem Sternbild Pegasus.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=3410,,,,,,,,,,
2641,Pergheimerweg,Ebelsberg,"Nach dem Objekt Wambacher Straße 54 vorerst etwa in nordwestlicher, dann in südwestlicher und südöstlicher Richtung wiederum zur Wambacher Straße zurückführend. Benannt 1954 nach einem Ebelsberger Adelsgeschlecht.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2641,,,,,,,,,,
2644,Pestalozzistraße,Kleinmünchen,Von der Höniggasse (früher von der Salzburger Straße) etwa in südsüdöstlicher Richtung zur Denkstraße verlaufend. Benannt 1934 nach dem Schweizer Pädagogen Johann Heinrich Pestalozzi (1746-1827). - 1929 Alfons-Petzold-Straße nach dem sozialdemokratischen Schriftsteller Alfons Petzold (1882-1923). Vorher Friedhofstraße in Kleinmünchen.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2644,Q50977820,https://www.wikidata.org/wiki/Q50977820,Johann Heinrich Pestalozzi,Q105428,https://www.wikidata.org/wiki/Q105428,Johann Heinrich Pestalozzi,male,pedagogue,1746-01-12T00:00:00Z,1827-02-17T00:00:00Z
2645,Peteanistraße,Kleinmünchen,Nach dem Objekt Schumannstraße 140 etwa in westsüdwestlicher Richtung zum Zeillergang verlaufend. Benannt 1961 nach der Linzer Schriftstellerin Maria von Peteani (1888-1960).,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2645,,,Maria von Peteani,Q1896523,https://www.wikidata.org/wiki/Q1896523,Maria von Peteani,female,writer,1888-02-02T00:00:00Z,1960-07-28T00:00:00Z
3452,Peter-Behrens-Platz,Linz,Der Innenhof der Tabakfabrik wird 2012 nach dem Architekten Peter Behrens (1868-1940) benannt.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=3452,,,Peter Behrens,Q76726,https://www.wikidata.org/wiki/Q76726,Peter Behrens,male,poster artist,1868-04-14T00:00:00Z,1940-02-27T00:00:00Z
2646,Petrinumstraße,Urfahr,Nach dem Objekt Knabenseminarstraße 41 etwa in westnordwestlicher Richtung zum Kreuzweg verlaufend. Benannt 1954 nach dem von Bischof Franz Maria Doppelbauer errichteten Knabenseminar Collegium Petrinum. - Ab 1902 Pöstlingbergstraße.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2646,,,,,,,,,,
2648,Petzoldstraße,Lustenau,Nach dem Objekt Hafenstraße 12 etwa in südöstlicher Richtung zur Derfflingerstraße verlaufend. Benannt 1955 nach dem österreichischen Arbeiterdichter Alfons Petzold (1882-1923). - 1921 Wirtschaftshofstraße.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2648,,,Alfons Petzold,Q1331377,https://www.wikidata.org/wiki/Q1331377,Alfons Petzold,male,writer,1882-09-24T00:00:00Z,1923-01-25T00:00:00Z
2650,Peuerbachstraße,Urfahr,Nach dem Objekt Freistädter Straße 28 etwa in südöstlicher Richtung mit einer Unterbrechung zur Ferihumerstraße verlaufend. Benannt 1942 nach dem Astronomen Georg von Peuerbach (1423-1461). - Ab 1934 Bischof-Hittmair-Straße.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2650,,,Georg von Peuerbach,Q84289,https://www.wikidata.org/wiki/Q84289,Georg von Peuerbach,male,astronomer,1423-05-30T00:00:00Z,1461-04-08T00:00:00Z
3413,Pfaffingerweg,Kleinmünchen,Vor dem Objekt Hausleitnerweg 43 etwa in südöstlicher Richtung zur Spaunstraße verlaufend. Benannt 2002 nach der Malerin Michaela Pfaffinger (1863-1898).,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=3413,,,Michaela Pfaffinger,Q1323687,https://www.wikidata.org/wiki/Q1323687,Michaela Pfaffinger,female,painter,1863-01-28T00:00:00Z,1898-09-09T00:00:00Z
2651,Pfarrgasse,Linz,Nach dem Objekt Hauptplatz 30 etwa in ostnordöstlicher Richtung zum Pfarrplatz verlaufend. Benannt 1869 nach ihrem Verlauf zur Stadtpfarrkirche. - Seit dem Spätmittelalter Obere Pfarrgasse.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2651,Q106635022,https://www.wikidata.org/wiki/Q106635022,,,,,,,,
2652,Pfarrplatz,Linz,Um die Stadtpfarrkirche. Altbenannt.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2652,Q106635024,https://www.wikidata.org/wiki/Q106635024,,,,,,,,
2653,Pfeifferstraße,Urfahr,"Nach dem Objekt Aubergstraße 31 vorerst etwa in westsüdwestlicher, dann in südwestlicher und südlicher Richtung zur Prandtauerstraße verlaufend. Benannt 1904 nach dem Gemeindeausschußmitglied von Urfahr, dem Kaufmann Georg Pfeiffer (1831-1897).",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2653,,,Georg Pfeiffer,,,,,,,
2654,Pferdebahnpromenade,Katzbach,"Nach dem Objekt Magdalenastraße 50 vorerst etwa in südlicher, dann in ostnordöstlicher Richtung zum Schatzweg verlaufend. Folgt der Trasse der ehemaligen Pferdeeisenbahn Linz-Budweis. Benannt 1954.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2654,,,,,,,,,,
2657,Pflanzlgasse,Urfahr,Nach dem Objekt Prunbauerstraße 26 etwa in nordnordöstlicher Richtung zum Urnenhainweg verlaufend. Benannt 1954 nach dem aus Urfahr gebürtigen Mundartdichter Otto Pflanzl (1865-1943).,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=2657,,,Otto Pflanzl,Q113857,https://www.wikidata.org/wiki/Q113857,Otto Pflanzl,male,writer,1865-08-17T00:00:00Z,1943-09-22T00:00:00Z
